First_pokemon,First name,Second_pokemon,Second name,Winner,Loser,First power,Second power,Power diff,Winner type1,Loser type1
683,Druddigon,172,Typhlosion,172,683,485,534,49,Fire,Dragon
17,Weedle,112,Exeggutor,112,17,195,520,325,Grass,Bug
729,Diggersby,426,Rayquaza,426,729,423,680,257,Dragon,Normal
740,Florges,662,Klang,740,662,552,440,112,Fairy,Steel
252,Donphan,649,Emolga,252,649,500,428,72,Ground,Electric
560,Emboar,19,Beedrill,19,560,528,395,-133,Bug,Fire
74,Machoke,52,Paras,74,52,405,285,120,Fighting,Bug
512,Mega Abomasnow,558,Tepig,558,512,594,308,-286,Fire,Grass
423,Primal Kyogre,497,Riolu,423,497,770,285,485,Water,Fighting
457,Bastiodon,240,Piloswine,240,457,495,450,-45,Ice,Rock
415,Regirock,198,Bellossom,198,415,580,490,-90,Grass,Rock
431,Deoxys Defense Forme,70,Kadabra,70,431,600,400,-200,Psychic,Psychic
354,Camerupt,456,Shieldon,354,456,460,350,110,Fire,Rock
671,Chandelure,38,Nidoran♂,671,38,520,273,247,Ghost,Poison
280,Mega Blaziken,461,Wormadam Trash Cloak,280,461,630,424,206,Fire,Bug
293,Dustox,136,Magmar,136,293,385,495,110,Fire,Bug
117,Lickitung,10,Squirtle,10,117,385,314,-71,Water,Normal
418,Latias,486,Bronzong,486,418,600,500,-100,Steel,Dragon
314,Slaking,393,Absol,314,393,670,465,205,Normal,Dark
511,Abomasnow,68,Poliwrath,68,511,494,510,16,Water,Grass
351,Wailmer,591,Audino,351,591,400,445,-45,Water,Normal
566,Lillipup,289,Wurmple,566,289,275,195,80,Normal,Bug
26,Raticate,464,Vespiquen,26,464,413,474,-61,Normal,Bug
57,Dugtrio,79,Tentacool,57,79,405,335,70,Ground,Water
536,Fan Rotom,54,Venonat,536,54,520,305,215,Electric,Bug
700,Cobalion,370,Lunatone,700,370,580,440,140,Steel,Rock
8,Mega Charizard X,147,Jolteon,147,8,634,525,-109,Electric,Fire
64,Growlithe,761,Skrelp,64,761,350,320,30,Fire,Poison
573,Pansear,453,Roserade,453,573,316,515,199,Grass,Fire
506,Carnivine,328,Mega Sableye,328,506,454,480,26,Dark,Grass
67,Poliwhirl,650,Karrablast,67,650,385,315,70,Water,Bug
458,Burmy,158,Zapdos,158,458,224,580,356,Electric,Bug
93,Dodrio,41,Clefairy,93,41,460,323,137,Normal,Fairy
108,Kingler,10,Squirtle,108,10,475,314,161,Water,Water
369,Seviper,654,Frillish,654,369,458,335,-123,Water,Poison
751,Aegislash Blade Forme,63,0,63,751,520,455,-65,Fighting,Steel
645,Vanillish,296,Ludicolo,296,645,395,480,85,Water,Ice
567,Herdier,155,Mega Aerodactyl,155,567,370,615,245,Rock,Normal
286,Mightyena,376,Baltoy,286,376,420,300,120,Dark,Ground
572,Simisage,211,Quagsire,572,211,498,430,68,Grass,Water
721,Chesnaught,622,Scrafty,721,622,530,488,42,Grass,Dark
594,Gurdurr,196,Ampharos,196,594,405,510,105,Electric,Fighting
627,Carracosta,365,Swablu,627,365,495,310,185,Water,Normal
25,Rattata,508,Lumineon,508,25,253,460,207,Water,Normal
354,Camerupt,278,Combusken,278,354,460,405,-55,Fire,Fire
280,Mega Blaziken,713,Kyurem White Kyurem,280,713,630,700,-70,Fire,Dragon
211,Quagsire,710,Landorus Therian Forme,710,211,430,600,170,Ground,Water
493,Gabite,303,Pelipper,303,493,410,430,20,Water,Dragon
778,Klefki,508,Lumineon,508,778,470,460,-10,Water,Steel
106,Hypno,220,Pineco,106,220,483,290,193,Psychic,Bug
82,Graveler,526,Porygon-Z,526,82,390,535,145,Normal,Rock
457,Bastiodon,769,Amaura,769,457,495,362,-133,Rock,Rock
396,Snorunt,667,Elgyem,396,667,300,335,-35,Ice,Psychic
443,Staravia,198,Bellossom,443,198,340,490,-150,Normal,Grass
400,Sealeo,658,Galvantula,658,400,410,472,62,Bug,Ice
301,Swellow,643,Swanna,301,643,430,473,-43,Normal,Water
97,Muk,96,Grimer,97,96,500,325,175,Poison,Poison
389,Duskull,598,Seismitoad,598,389,295,509,214,Water,Ghost
558,Tepig,28,Fearow,28,558,308,442,134,Normal,Fire
496,Munchlax,70,Kadabra,496,70,390,400,-10,Normal,Psychic
792,Noivern,542,Palkia,792,542,535,680,-145,Flying,Water
1,Bulbasaur,219,Girafarig,219,1,318,455,137,Normal,Grass
367,Mega Altaria,292,Cascoon,367,292,590,205,385,Dragon,Bug
104,Onix,682,Mienshao,682,104,385,510,125,Fighting,Rock
706,Thundurus Therian Forme,326,Delcatty,706,326,580,380,200,Electric,Normal
220,Pineco,18,Kakuna,220,18,290,205,85,Bug,Bug
727,Greninja,194,Mareep,727,194,530,280,250,Water,Electric
402,Clamperl,689,Rufflet,689,402,345,350,5,Normal,Water
734,Spewpa,42,Clefable,42,734,213,483,270,Fairy,Bug
253,Porygon2,494,Garchomp,494,253,515,600,85,Dragon,Normal
560,Emboar,519,Magmortar,519,560,528,540,12,Fire,Fire
735,Vivillon,132,Mr. Mime,132,735,411,460,49,Psychic,Bug
335,Meditite,708,Zekrom,708,335,280,680,400,Dragon,Fighting
375,Crawdaunt,643,Swanna,643,375,468,473,5,Water,Water
381,Armaldo,395,Wynaut,381,395,495,260,235,Rock,Psychic
676,Beartic,56,Diglett,676,56,485,265,220,Ice,Ground
730,Fletchling,383,Milotic,383,730,278,540,262,Water,Normal
261,Miltank,122,Chansey,261,122,490,450,40,Normal,Normal
653,Amoonguss,495,Mega Garchomp,495,653,464,700,236,Dragon,Grass
499,Mega Lucario,423,Primal Kyogre,499,423,625,770,-145,Fighting,Water
194,Mareep,117,Lickitung,194,117,280,385,-105,Electric,Normal
288,Linoone,772,Hawlucha,772,288,420,500,80,Fighting,Normal
646,Vanilluxe,717,Meloetta Pirouette Forme,717,646,535,600,65,Normal,Ice
119,Weezing,547,Cresselia,547,119,490,600,110,Psychic,Poison
570,Liepard,291,Beautifly,570,291,446,395,51,Dark,Bug
667,Elgyem,279,Blaziken,279,667,335,530,195,Fire,Psychic
120,Rhyhorn,596,Tympole,596,120,345,294,-51,Water,Ground
799,Hoopa Unbound,255,Smeargle,799,255,680,250,430,Psychic,Normal
235,Teddiursa,686,Pawniard,686,235,330,340,10,Dark,Normal
551,Shaymin Land Forme,292,Cascoon,551,292,600,205,395,Grass,Bug
796,Diancie,173,Totodile,796,173,600,314,286,Rock,Water
324,Nosepass,499,Mega Lucario,499,324,375,625,250,Fighting,Rock
97,Muk,176,Sentret,97,176,500,215,285,Poison,Normal
224,Steelix,380,Anorith,380,224,510,355,-155,Rock,Steel
175,Feraligatr,241,Corsola,175,241,530,380,150,Water,Water
65,Arcanine,453,Roserade,65,453,555,515,40,Fire,Grass
241,Corsola,338,Electrike,338,241,380,295,-85,Electric,Water
41,Clefairy,273,Treecko,273,41,323,310,-13,Grass,Fairy
318,Whismur,219,Girafarig,219,318,240,455,215,Normal,Normal
718,Genesect,730,Fletchling,718,730,600,278,322,Bug,Normal
729,Diggersby,92,Doduo,92,729,423,310,-113,Normal,Normal
384,Castform,762,Dragalge,384,762,420,494,-74,Normal,Poison
731,Fletchinder,670,Lampent,731,670,382,370,12,Fire,Ghost
220,Pineco,492,Gible,492,220,290,300,10,Dragon,Bug
531,Froslass,529,Probopass,531,529,480,525,-45,Ice,Rock
6,Charmeleon,493,Gabite,493,6,405,410,5,Dragon,Fire
434,Grotle,156,Snorlax,434,156,405,540,-135,Grass,Normal
750,Doublade,145,Eevee,145,750,448,325,-123,Normal,Steel
465,Pachirisu,590,Excadrill,590,465,405,508,103,Ground,Electric
387,Banette,423,Primal Kyogre,423,387,455,770,315,Water,Ghost
414,Mega Metagross,394,Mega Absol,394,414,700,565,-135,Dark,Steel
795,Zygarde Half Forme,149,Porygon,795,149,600,395,205,Dragon,Normal
518,Electivire,14,Caterpie,518,14,540,195,345,Electric,Bug
672,Axew,128,Goldeen,128,672,320,320,0,Water,Dragon
49,Oddish,209,Yanma,209,49,320,390,70,Bug,Grass
102,Gengar,648,Sawsbuck,648,102,500,475,-25,Normal,Ghost
198,Bellossom,498,Lucario,498,198,490,525,35,Fighting,Grass
117,Lickitung,302,Wingull,117,302,385,270,115,Normal,Water
739,Floette,492,Gible,739,492,371,300,71,Fairy,Dragon
507,Finneon,458,Burmy,507,458,330,224,106,Water,Bug
531,Froslass,67,Poliwhirl,67,531,480,385,-95,Water,Ice
346,Gulpin,192,Natu,192,346,302,320,18,Psychic,Poison
226,Snubbull,706,Thundurus Therian Forme,706,226,300,580,280,Electric,Fairy
498,Lucario,750,Doublade,498,750,525,448,77,Fighting,Steel
616,Darmanitan Standard Mode,658,Galvantula,658,616,480,472,-8,Bug,Fire
155,Mega Aerodactyl,351,Wailmer,155,351,615,400,215,Rock,Water
699,Volcarona,48,Golbat,699,48,550,455,95,Bug,Poison
82,Graveler,16,Butterfree,16,82,390,395,5,Bug,Rock
633,Zoroark,406,Luvdisc,633,406,510,330,180,Dark,Water
599,Throh,438,Infernape,438,599,465,534,69,Fire,Fighting
105,Drowzee,169,Meganium,169,105,328,525,197,Grass,Psychic
6,Charmeleon,209,Yanma,209,6,405,390,-15,Bug,Fire
791,Noibat,593,Timburr,791,593,245,305,-60,Flying,Fighting
327,Sableye,177,Furret,177,327,380,415,35,Normal,Dark
76,Bellsprout,677,Cryogonal,677,76,300,485,185,Ice,Grass
766,Heliolisk,382,Feebas,766,382,481,200,281,Electric,Water
354,Camerupt,694,Durant,354,694,460,484,-24,Fire,Bug
16,Butterfree,478,Mismagius,478,16,395,495,100,Ghost,Bug
340,Mega Manectric,473,Drifloon,340,473,575,348,227,Electric,Ghost
478,Mismagius,266,Larvitar,478,266,495,300,195,Ghost,Rock
639,Solosis,68,Poliwrath,68,639,290,510,220,Water,Psychic
718,Genesect,736,Litleo,718,736,600,369,231,Bug,Fire
132,Mr. Mime,247,Houndour,247,132,460,330,-130,Dark,Psychic
163,Mewtwo,120,Rhyhorn,163,120,680,345,335,Psychic,Ground
715,Keldeo Resolute Forme,392,Chimecho,715,392,580,425,155,Water,Psychic
767,Tyrunt,514,Magnezone,514,767,362,535,173,Electric,Rock
83,Golem,363,Cacnea,83,363,495,335,160,Rock,Grass
609,Petilil,656,Alomomola,656,609,280,470,190,Water,Grass
120,Rhyhorn,664,Tynamo,120,664,345,275,70,Ground,Electric
680,Stunfisk,422,Kyogre,422,680,471,670,199,Water,Ground
157,Articuno,99,Cloyster,157,99,580,525,55,Ice,Water
702,Virizion,545,Giratina Altered Forme,702,545,580,680,-100,Grass,Ghost
706,Thundurus Therian Forme,384,Castform,706,384,580,420,160,Electric,Normal
392,Chimecho,273,Treecko,273,392,425,310,-115,Grass,Psychic
416,Regice,6,Charmeleon,6,416,580,405,-175,Fire,Ice
49,Oddish,131,Starmie,131,49,320,520,200,Water,Grass
623,Sigilyph,225,Mega Steelix,623,225,490,610,-120,Psychic,Steel
461,Wormadam Trash Cloak,271,Ho-oh,271,461,424,680,256,Fire,Bug
331,Aron,615,Darumaka,615,331,330,315,-15,Fire,Steel
158,Zapdos,283,Swampert,158,283,580,535,45,Electric,Water
233,Mega Heracross,274,Grovyle,233,274,600,405,195,Bug,Grass
95,Dewgong,369,Seviper,95,369,475,458,17,Water,Poison
386,Shuppet,158,Zapdos,158,386,295,580,285,Electric,Ghost
5,Charmander,246,Skarmory,246,5,309,465,156,Steel,Fire
661,Klink,622,Scrafty,622,661,300,488,188,Dark,Steel
278,Combusken,226,Snubbull,278,226,405,300,105,Fire,Fairy
740,Florges,124,Kangaskhan,124,740,552,490,-62,Normal,Fairy
409,Salamence,758,Malamar,409,758,600,482,118,Dragon,Dark
20,Mega Beedrill,188,Cleffa,20,188,495,218,277,Bug,Fairy
577,Munna,706,Thundurus Therian Forme,706,577,292,580,288,Electric,Psychic
369,Seviper,583,Zebstrika,583,369,458,497,39,Electric,Poison
102,Gengar,669,Litwick,102,669,500,275,225,Ghost,Ghost
357,Spoink,558,Tepig,357,558,330,308,22,Psychic,Fire
717,Meloetta Pirouette Forme,89,Magnemite,717,89,600,325,275,Normal,Electric
104,Onix,519,Magmortar,519,104,385,540,155,Fire,Rock
421,Mega Latios,468,Cherubi,421,468,700,275,425,Dragon,Grass
480,Glameow,299,Shiftry,480,299,310,480,-170,Normal,Grass
624,Yamask,688,Bouffalant,688,624,303,490,187,Normal,Ghost
95,Dewgong,259,Elekid,259,95,475,360,-115,Electric,Water
436,Chimchar,261,Miltank,261,436,309,490,181,Normal,Fire
596,Tympole,650,Karrablast,596,650,294,315,-21,Water,Bug
185,Chinchou,200,Azumarill,185,200,330,420,-90,Water,Water
119,Weezing,132,Mr. Mime,132,119,490,460,-30,Psychic,Poison
646,Vanilluxe,14,Caterpie,646,14,535,195,340,Ice,Bug
185,Chinchou,64,Growlithe,185,64,330,350,-20,Water,Fire
583,Zebstrika,633,Zoroark,583,633,497,510,-13,Electric,Dark
498,Lucario,155,Mega Aerodactyl,155,498,525,615,90,Rock,Fighting
666,Eelektross,259,Elekid,259,666,515,360,-155,Electric,Electric
766,Heliolisk,699,Volcarona,766,699,481,550,-69,Electric,Bug
689,Rufflet,511,Abomasnow,511,689,350,494,144,Grass,Normal
522,Leafeon,780,Trevenant,522,780,525,474,51,Grass,Ghost
380,Anorith,125,Mega Kangaskhan,125,380,355,590,235,Normal,Rock
454,Cranidos,387,Banette,387,454,350,455,105,Ghost,Rock
220,Pineco,170,Cyndaquil,170,220,290,309,19,Fire,Bug
427,Mega Rayquaza,743,Pancham,427,743,780,348,432,Dragon,Fighting
130,Staryu,514,Magnezone,130,514,340,535,-195,Water,Electric
507,Finneon,769,Amaura,507,769,330,362,-32,Water,Rock
200,Azumarill,28,Fearow,28,200,420,442,22,Normal,Water
267,Pupitar,397,Glalie,397,267,410,480,70,Ice,Rock
692,Mandibuzz,578,Musharna,692,578,510,487,23,Dark,Psychic
323,Azurill,393,Absol,393,323,190,465,275,Dark,Normal
396,Snorunt,230,Mega Scizor,230,396,300,600,300,Bug,Ice
703,Tornadus Incarnate Forme,340,Mega Manectric,340,703,580,575,-5,Electric,Flying
107,Krabby,741,Skiddo,741,107,325,350,25,Grass,Water
717,Meloetta Pirouette Forme,761,Skrelp,717,761,600,320,280,Normal,Poison
95,Dewgong,120,Rhyhorn,95,120,475,345,130,Water,Ground
433,Turtwig,1,Bulbasaur,1,433,318,318,0,Grass,Grass
767,Tyrunt,178,Hoothoot,178,767,362,262,-100,Normal,Rock
678,Shelmet,511,Abomasnow,511,678,305,494,189,Grass,Bug
741,Skiddo,252,Donphan,741,252,350,500,-150,Grass,Ground
651,Escavalier,81,Geodude,81,651,495,300,-195,Rock,Bug
2,Ivysaur,97,Muk,2,97,405,500,-95,Grass,Poison
270,Lugia,45,Jigglypuff,270,45,680,270,410,Psychic,Normal
162,Dragonite,190,Togepi,190,162,600,245,-355,Fairy,Dragon
197,Mega Ampharos,596,Tympole,596,197,610,294,-316,Water,Electric
382,Feebas,361,Vibrava,382,361,200,340,-140,Water,Ground
435,Torterra,184,Crobat,184,435,525,535,10,Poison,Grass
318,Whismur,415,Regirock,415,318,240,580,340,Rock,Normal
535,Frost Rotom,543,Heatran,535,543,520,600,-80,Electric,Fire
373,Whiscash,482,Chingling,373,482,468,285,183,Water,Psychic
59,Persian,537,Mow Rotom,59,537,440,520,-80,Normal,Electric
142,Mega Gyarados,326,Delcatty,142,326,640,380,260,Water,Normal
53,Parasect,22,Pidgeotto,22,53,405,349,-56,Normal,Bug
45,Jigglypuff,450,Luxio,450,45,270,363,93,Electric,Normal
113,Cubone,44,Ninetales,44,113,320,505,185,Fire,Ground
719,Chespin,170,Cyndaquil,170,719,313,309,-4,Fire,Grass
249,Mega Houndoom,244,Delibird,249,244,600,330,270,Dark,Ice
695,Deino,168,Bayleef,168,695,300,405,105,Grass,Dark
532,Rotom,650,Karrablast,650,532,440,315,-125,Bug,Electric
259,Elekid,349,Sharpedo,349,259,360,460,100,Water,Electric
72,Mega Alakazam,74,Machoke,72,74,590,405,185,Psychic,Fighting
613,Krokorok,40,Nidoking,40,613,351,505,154,Poison,Ground
581,Unfezant,508,Lumineon,581,508,488,460,28,Normal,Water
799,Hoopa Unbound,569,Purrloin,569,799,680,281,-399,Dark,Psychic
124,Kangaskhan,774,Carbink,124,774,490,500,-10,Normal,Rock
579,Pidove,251,Phanpy,579,251,264,330,-66,Normal,Ground
110,Electrode,296,Ludicolo,110,296,480,480,0,Electric,Water
199,Marill,119,Weezing,119,199,250,490,240,Poison,Water
551,Shaymin Land Forme,405,Relicanth,551,405,600,485,115,Grass,Water
224,Steelix,412,Metang,412,224,510,420,-90,Steel,Steel
770,Aurorus,515,Lickilicky,770,515,521,515,6,Rock,Normal
134,Jynx,468,Cherubi,134,468,455,275,180,Ice,Grass
512,Mega Abomasnow,649,Emolga,512,649,594,428,166,Grass,Electric
530,Dusknoir,394,Mega Absol,394,530,525,565,40,Dark,Ghost
609,Petilil,123,Tangela,123,609,280,435,155,Grass,Grass
429,Deoxys Normal Forme,764,Clawitzer,429,764,600,500,100,Psychic,Water
247,Houndour,394,Mega Absol,394,247,330,565,235,Dark,Dark
122,Chansey,279,Blaziken,279,122,450,530,80,Fire,Normal
610,Lilligant,275,Sceptile,275,610,480,530,50,Grass,Grass
591,Audino,72,Mega Alakazam,72,591,445,590,145,Psychic,Normal
54,Venonat,351,Wailmer,351,54,305,400,95,Water,Bug
555,Snivy,543,Heatran,543,555,308,600,292,Fire,Grass
332,Lairon,109,Voltorb,332,109,430,330,100,Steel,Electric
31,Pikachu,117,Lickitung,31,117,320,385,-65,Electric,Normal
318,Whismur,690,Braviary,690,318,240,510,270,Normal,Normal
744,Pangoro,466,Buizel,466,744,495,330,-165,Water,Fighting
723,Braixen,612,Sandile,723,612,409,292,117,Fire,Ground
470,Shellos,727,Greninja,727,470,325,530,205,Water,Water
544,Regigigas,516,Rhyperior,544,516,670,535,135,Normal,Ground
351,Wailmer,230,Mega Scizor,230,351,400,600,200,Bug,Water
79,Tentacool,669,Litwick,79,669,335,275,60,Water,Ghost
521,Yanmega,600,Sawk,521,600,515,465,50,Bug,Fighting
671,Chandelure,539,Mesprit,539,671,520,580,60,Psychic,Ghost
328,Mega Sableye,447,Kricketot,447,328,480,194,-286,Bug,Dark
696,Zweilous,32,Raichu,32,696,420,485,65,Electric,Dark
55,Venomoth,517,Tangrowth,55,517,450,535,-85,Bug,Grass
731,Fletchinder,177,Furret,177,731,382,415,33,Normal,Fire
257,Hitmontop,335,Meditite,257,335,455,280,175,Fighting,Fighting
601,Sewaddle,735,Vivillon,735,601,310,411,101,Bug,Bug
58,Meowth,551,Shaymin Land Forme,551,58,290,600,310,Grass,Normal
35,Nidoran♀,458,Burmy,35,458,275,224,51,Poison,Bug
302,Wingull,541,Dialga,541,302,270,680,410,Steel,Water
769,Amaura,333,Aggron,333,769,362,530,168,Steel,Rock
696,Zweilous,735,Vivillon,735,696,420,411,-9,Bug,Dark
379,Cradily,267,Pupitar,267,379,495,410,-85,Rock,Rock
344,Illumise,578,Musharna,344,578,400,487,-87,Bug,Psychic
194,Mareep,418,Latias,418,194,280,600,320,Dragon,Electric
326,Delcatty,14,Caterpie,326,14,380,195,185,Normal,Bug
497,Riolu,67,Poliwhirl,67,497,285,385,100,Water,Fighting
147,Jolteon,679,Accelgor,679,147,525,495,-30,Bug,Electric
681,Mienfoo,82,Graveler,681,82,350,390,-40,Fighting,Rock
509,Mantyke,711,Kyurem,711,509,345,660,315,Dragon,Water
551,Shaymin Land Forme,679,Accelgor,679,551,600,495,-105,Bug,Grass
697,Hydreigon,480,Glameow,697,480,600,310,290,Dark,Normal
74,Machoke,705,Thundurus Incarnate Forme,705,74,405,580,175,Electric,Fighting
374,Corphish,679,Accelgor,679,374,308,495,187,Bug,Water
607,Cottonee,540,Azelf,540,607,280,580,300,Psychic,Grass
124,Kangaskhan,534,Wash Rotom,124,534,490,520,-30,Normal,Electric
732,Talonflame,781,Pumpkaboo Average Size,732,781,499,335,164,Fire,Ghost
637,Gothorita,488,Mime Jr.,488,637,390,310,-80,Psychic,Psychic
27,Spearow,513,Weavile,513,27,262,510,248,Dark,Normal
402,Clamperl,519,Magmortar,519,402,345,540,195,Fire,Water
260,Magby,652,Foongus,260,652,365,294,71,Fire,Grass
2,Ivysaur,457,Bastiodon,457,2,405,495,90,Rock,Grass
621,Scraggy,747,Meowstic Male,621,747,348,466,-118,Dark,Psychic
567,Herdier,448,Kricketune,448,567,370,384,14,Bug,Normal
399,Spheal,646,Vanilluxe,646,399,290,535,245,Ice,Ice
29,Ekans,74,Machoke,29,74,288,405,-117,Poison,Fighting
567,Herdier,16,Butterfree,16,567,370,395,25,Bug,Normal
197,Mega Ampharos,502,Skorupi,502,197,610,330,-280,Poison,Electric
276,Mega Sceptile,79,Tentacool,276,79,630,335,295,Grass,Water
339,Manectric,262,Blissey,339,262,475,540,-65,Electric,Normal
578,Musharna,430,DeoxysAttack Forme,430,578,487,600,113,Psychic,Psychic
689,Rufflet,347,Swalot,689,347,350,467,-117,Normal,Poison
737,Pyroar,470,Shellos,737,470,507,325,182,Fire,Water
737,Pyroar,254,Stantler,737,254,507,465,42,Fire,Normal
524,Gliscor,106,Hypno,524,106,510,483,27,Ground,Psychic
58,Meowth,367,Mega Altaria,58,367,290,590,-300,Normal,Dragon
30,Arbok,543,Heatran,30,543,438,600,-162,Poison,Fire
125,Mega Kangaskhan,157,Articuno,125,157,590,580,10,Normal,Ice
563,Samurott,31,Pikachu,31,563,528,320,-208,Electric,Water
177,Furret,102,Gengar,102,177,415,500,85,Ghost,Normal
396,Snorunt,245,Mantine,245,396,300,465,165,Water,Ice
605,Whirlipede,533,Heat Rotom,533,605,360,520,160,Electric,Bug
612,Sandile,10,Squirtle,612,10,292,314,-22,Ground,Water
140,Magikarp,148,Flareon,148,140,200,525,325,Fire,Water
597,Palpitoad,158,Zapdos,158,597,384,580,196,Electric,Water
584,Roggenrola,302,Wingull,584,302,280,270,10,Rock,Water
39,Nidorino,468,Cherubi,39,468,365,275,90,Poison,Grass
214,Murkrow,672,Axew,214,672,405,320,85,Dark,Dragon
41,Clefairy,76,Bellsprout,76,41,323,300,-23,Grass,Fairy
408,Shelgon,729,Diggersby,729,408,420,423,3,Normal,Dragon
454,Cranidos,395,Wynaut,454,395,350,260,90,Rock,Psychic
327,Sableye,104,Onix,104,327,380,385,5,Rock,Dark
788,Gourgeist Super Size,42,Clefable,42,788,494,483,-11,Fairy,Ghost
111,Exeggcute,428,Jirachi,428,111,325,600,275,Steel,Grass
153,Kabutops,753,Spritzee,153,753,495,341,154,Rock,Fairy
658,Galvantula,437,Monferno,658,437,472,405,67,Bug,Fire
671,Chandelure,437,Monferno,437,671,520,405,-115,Fire,Ghost
600,Sawk,73,Machop,600,73,465,305,160,Fighting,Fighting
64,Growlithe,359,Spinda,359,64,350,360,10,Normal,Fire
352,Wailord,385,Kecleon,352,385,500,440,60,Water,Normal
607,Cottonee,101,Haunter,101,607,280,405,125,Ghost,Grass
761,Skrelp,24,Mega Pidgeot,24,761,320,579,259,Normal,Poison
691,Vullaby,206,Aipom,206,691,370,360,-10,Normal,Dark
455,Rampardos,258,Smoochum,258,455,495,305,-190,Ice,Rock
143,Lapras,658,Galvantula,658,143,535,472,-63,Bug,Water
47,Zubat,384,Castform,384,47,245,420,175,Normal,Poison
119,Weezing,256,Tyrogue,119,256,490,210,280,Poison,Fighting
784,Pumpkaboo Super Size,473,Drifloon,473,784,335,348,13,Ghost,Ghost
790,Avalugg,80,Tentacruel,80,790,514,515,1,Water,Ice
650,Karrablast,138,Mega Pinsir,138,650,315,600,285,Bug,Bug
491,Spiritomb,788,Gourgeist Super Size,788,491,485,494,9,Ghost,Ghost
441,Empoleon,733,Scatterbug,441,733,530,200,330,Water,Bug
348,Carvanha,176,Sentret,348,176,305,215,90,Water,Normal
654,Frillish,390,Dusclops,390,654,335,455,120,Ghost,Water
627,Carracosta,45,Jigglypuff,627,45,495,270,225,Water,Normal
587,Woobat,523,Glaceon,587,523,313,525,-212,Psychic,Ice
188,Cleffa,212,Espeon,212,188,218,525,307,Psychic,Fairy
616,Darmanitan Standard Mode,552,Shaymin Sky Forme,552,616,480,600,120,Grass,Fire
573,Pansear,305,Kirlia,573,305,316,278,38,Fire,Psychic
646,Vanilluxe,377,Claydol,646,377,535,500,35,Ice,Ground
128,Goldeen,188,Cleffa,128,188,320,218,102,Water,Fairy
408,Shelgon,403,Huntail,403,408,420,485,65,Water,Dragon
523,Glaceon,150,Omanyte,523,150,525,355,170,Ice,Rock
255,Smeargle,511,Abomasnow,255,511,250,494,-244,Normal,Grass
273,Treecko,220,Pineco,220,273,310,290,-20,Bug,Grass
333,Aggron,132,Mr. Mime,333,132,530,460,70,Steel,Psychic
239,Swinub,571,Pansage,571,239,250,316,66,Grass,Ice
8,Mega Charizard X,474,Drifblim,8,474,634,498,136,Fire,Ghost
579,Pidove,174,Croconaw,174,579,264,405,141,Water,Normal
585,Boldore,427,Mega Rayquaza,427,585,390,780,390,Dragon,Rock
494,Garchomp,292,Cascoon,494,292,600,205,395,Dragon,Bug
760,Barbaracle,675,Cubchoo,760,675,500,305,195,Rock,Ice
251,Phanpy,411,Beldum,251,411,330,300,30,Ground,Steel
507,Finneon,522,Leafeon,522,507,330,525,195,Grass,Water
466,Buizel,661,Klink,466,661,330,300,30,Water,Steel
505,Toxicroak,542,Palkia,542,505,490,680,190,Water,Poison
88,Mega Slowbro,105,Drowzee,105,88,590,328,-262,Psychic,Water
277,Torchic,44,Ninetales,44,277,310,505,195,Fire,Fire
753,Spritzee,142,Mega Gyarados,142,753,341,640,299,Water,Fairy
50,Gloom,73,Machop,50,73,395,305,90,Grass,Fighting
544,Regigigas,432,Deoxys Speed Forme,432,544,670,600,-70,Psychic,Normal
407,Bagon,504,Croagunk,504,407,300,300,0,Poison,Dragon
99,Cloyster,233,Mega Heracross,233,99,525,600,75,Bug,Water
269,Mega Tyranitar,647,Deerling,647,269,700,335,-365,Normal,Rock
256,Tyrogue,244,Delibird,244,256,210,330,120,Ice,Fighting
417,Registeel,629,Archeops,629,417,580,567,-13,Rock,Steel
360,Trapinch,570,Liepard,570,360,290,446,156,Dark,Ground
289,Wurmple,385,Kecleon,385,289,195,440,245,Normal,Bug
473,Drifloon,352,Wailord,473,352,348,500,-152,Ghost,Water
669,Litwick,201,Sudowoodo,201,669,275,410,135,Rock,Ghost
187,Pichu,92,Doduo,92,187,205,310,105,Normal,Electric
653,Amoonguss,16,Butterfree,16,653,464,395,-69,Bug,Grass
664,Tynamo,569,Purrloin,569,664,275,281,6,Dark,Electric
608,Whimsicott,109,Voltorb,608,109,480,330,150,Grass,Electric
515,Lickilicky,624,Yamask,624,515,515,303,-212,Ghost,Normal
575,Panpour,274,Grovyle,274,575,316,405,89,Grass,Water
39,Nidorino,441,Empoleon,39,441,365,530,-165,Poison,Water
433,Turtwig,11,Wartortle,11,433,318,405,87,Water,Grass
50,Gloom,394,Mega Absol,394,50,395,565,170,Dark,Grass
466,Buizel,661,Klink,466,661,330,300,30,Water,Steel
321,Makuhita,58,Meowth,321,58,237,290,-53,Fighting,Normal
103,Mega Gengar,92,Doduo,92,103,600,310,-290,Normal,Ghost
207,Sunkern,424,Groudon,424,207,180,670,490,Ground,Grass
745,Furfrou,205,Jumpluff,205,745,472,460,-12,Grass,Normal
161,Dragonair,348,Carvanha,161,348,420,305,115,Dragon,Water
87,Slowbro,761,Skrelp,761,87,490,320,-170,Poison,Water
55,Venomoth,21,Pidgey,55,21,450,251,199,Bug,Normal
281,Mudkip,294,Lotad,281,294,310,220,90,Water,Water
600,Sawk,719,Chespin,600,719,465,313,152,Fighting,Grass
