First_pokemon,Second_pokemon,Winner,FirstWins,FType1,FType2,SType1,SType2,DifHP,DifAttack,DifDefense,DifSpAttack,DifSpDefense,DifSpeed,DifTotal
732,593,732,1,Fire,Flying,Fighting,NA,3,1,16,49,34,91,194
480,595,595,0,Normal,NA,Fighting,NA,-56,-85,-53,-13,-28,40,-195
490,646,490,1,Normal,Flying,Ice,NA,5,-30,-40,-18,-53,12,-124
464,649,649,0,Bug,Flying,Electric,Flying,15,5,42,5,42,-63,46
467,31,467,1,Water,NA,Electric,NA,50,50,15,35,0,25,175
769,597,597,0,Rock,Ice,Water,Ground,2,-6,-5,2,8,-23,-22
601,62,62,0,Bug,Grass,Fighting,NA,5,-27,35,5,15,-28,5
493,546,546,0,Dragon,Ground,Ghost,Dragon,-82,-30,-35,-70,-45,-8,-270
747,176,747,1,Psychic,NA,Normal,NA,39,2,42,48,36,84,251
724,407,724,1,Fire,Psychic,Dragon,NA,30,-6,12,74,70,54,234
208,15,15,0,Grass,NA,Bug,NA,25,55,0,80,60,0,220
482,718,718,0,Psychic,NA,Bug,Steel,-26,-90,-45,-55,-45,-54,-315
345,267,345,1,Grass,Poison,Rock,Ground,-20,-24,-25,35,10,14,-10
286,721,286,1,Dark,NA,Grass,Fighting,-18,-17,-52,-14,-15,6,-110
704,80,704,1,Flying,NA,Water,Poison,-1,30,15,30,-30,21,65
538,249,249,0,Psychic,NA,Dark,Fire,0,-15,40,-65,40,-20,-20
414,8,414,1,Steel,Psychic,Fire,Dragon,2,15,39,-25,25,10,66
301,662,301,1,Normal,Flying,Steel,NA,0,5,-35,-20,-35,75,-10
406,324,406,1,Water,NA,Rock,NA,13,-15,-80,-5,-25,67,-45
573,309,573,1,Fire,NA,Bug,Flying,-20,-7,-14,-27,-34,4,-98
459,143,143,0,Bug,Grass,Water,Ice,-70,-26,5,-6,10,-24,-111
793,688,793,1,Fairy,NA,Normal,NA,31,21,0,91,3,44,190
465,641,465,1,Electric,NA,Psychic,NA,-50,-20,-5,-80,5,65,-85
502,772,772,0,Poison,Bug,Fighting,Flying,-38,-42,15,-44,-8,-53,-170
367,674,674,0,Dragon,Fairy,Dragon,NA,-1,-37,20,50,35,-17,50
135,754,135,1,Electric,NA,Fairy,NA,-36,11,-15,-4,-4,76,28
710,428,428,0,Ground,Flying,Steel,Psychic,-11,45,-10,5,-20,-9,0
370,293,370,1,Rock,Psychic,Bug,Poison,10,5,-5,45,-5,5,55
572,607,572,1,Grass,NA,Grass,Fairy,35,71,3,61,13,35,218
330,160,160,0,Steel,Fairy,Dragon,NA,9,41,80,5,45,0,180
19,626,19,1,Bug,Poison,Water,Rock,11,12,-63,-8,35,53,40
289,799,799,0,Bug,NA,Psychic,Dark,-35,-115,-25,-150,-100,-60,-485
646,482,646,1,Ice,NA,Psychic,NA,26,65,35,45,45,34,250
175,27,175,1,Water,NA,Normal,Flying,45,45,70,48,52,8,268
772,502,772,1,Fighting,Flying,Poison,Bug,38,42,-15,44,8,53,170
366,308,366,1,Dragon,Flying,Bug,Water,35,40,58,20,53,15,221
631,512,631,1,Poison,NA,Grass,Ice,-10,-37,-23,-72,-23,45,-120
646,535,535,0,Ice,NA,Electric,Ice,21,30,-22,5,-12,-7,15
89,714,714,0,Electric,Steel,Water,Fighting,-66,-37,-20,-34,-35,-63,-255
511,266,511,1,Grass,Ice,Rock,Ground,40,28,25,47,35,19,194
387,630,630,0,Ghost,NA,Poison,NA,14,65,3,43,1,0,126
665,383,383,0,Electric,NA,Water,NA,-30,25,-9,-25,-55,-41,-135
730,300,300,0,Normal,Flying,Normal,Flying,5,-5,13,10,8,-23,8
592,720,720,0,Normal,Fairy,Grass,NA,42,-18,31,24,68,-7,140
214,411,214,1,Dark,Flying,Steel,Psychic,20,30,-38,50,-18,61,105
677,469,677,1,Ice,NA,Grass,NA,0,-10,-40,8,57,20,35
192,337,337,0,Psychic,Flying,Fighting,Psychic,-20,-50,-40,-10,-40,-30,-190
737,220,737,1,Fire,Normal,Bug,NA,36,3,-18,74,31,91,217
170,478,478,0,Fire,NA,Ghost,NA,-21,-8,-17,-45,-55,-40,-186
377,193,193,0,Ground,Psychic,Psychic,Flying,-5,-5,35,-25,50,-20,30
747,147,147,0,Psychic,NA,Electric,NA,9,-17,16,-27,-14,-26,-59
549,744,549,1,Water,NA,Fighting,Dark,5,-24,22,31,29,42,105
47,584,584,0,Poison,Flying,Rock,NA,-15,-30,-50,5,15,40,-35
31,238,31,1,Electric,NA,Fire,Rock,-15,5,-80,-30,-30,60,-90
679,595,679,1,Bug,NA,Fighting,NA,-25,-70,-55,45,-5,100,-10
788,456,788,1,Ghost,Grass,Rock,Steel,55,58,4,16,-13,24,144
292,354,354,0,Bug,NA,Fire,Ground,-20,-65,-15,-80,-50,-25,-255
783,740,740,0,Ghost,Grass,Fairy,NA,-24,1,2,-68,-99,-29,-217
391,64,64,0,Grass,Flying,Fire,NA,44,-2,38,2,37,-9,110
175,652,175,1,Water,NA,Grass,Poison,16,50,55,24,28,63,236
595,572,572,0,Fighting,NA,Grass,NA,30,42,32,-43,2,-56,7
690,698,690,1,Normal,Flying,Bug,Fire,45,38,20,7,20,20,150
182,708,708,0,Bug,Poison,Dragon,Electric,-60,-90,-80,-80,-60,-60,-430
787,614,614,0,Ghost,Grass,Ground,Dark,-20,-22,42,-7,5,-23,-25
449,339,339,0,Electric,NA,Electric,NA,-25,-10,-26,-65,-26,-60,-212
133,40,133,1,Bug,Flying,Poison,Ground,-11,8,3,-30,5,20,-5
590,770,590,1,Ground,Steel,Rock,Ice,-13,58,-12,-49,-27,30,-13
257,203,257,1,Fighting,NA,Grass,Flying,15,60,55,0,55,20,205
77,263,263,0,Grass,Poison,Electric,NA,-25,5,-25,-30,-55,-60,-190
484,664,484,1,Poison,Dark,Electric,NA,68,38,27,26,21,24,204
578,670,670,0,Psychic,NA,Ghost,Fire,56,15,25,12,35,-26,117
38,480,480,0,Poison,NA,Normal,NA,-3,2,-2,-2,3,-35,-37
368,481,481,0,Normal,NA,Normal,NA,2,33,-4,-4,1,-22,6
352,1,352,1,Water,NA,Grass,Poison,125,41,-4,25,-20,15,182
3,518,518,0,Grass,Poison,Electric,NA,5,-41,16,5,15,-15,-15
280,335,280,1,Fire,Fighting,Fighting,Psychic,50,120,25,90,25,40,350
411,226,226,0,Steel,Psychic,Fairy,NA,-20,-25,30,-5,20,0,0
388,576,576,0,Ghost,NA,Water,NA,-11,67,12,-5,20,-26,57
40,478,478,0,Poison,Ground,Ghost,NA,21,42,17,-20,-30,-20,10
61,186,61,1,Water,NA,Water,Electric,-45,24,20,19,4,18,40
335,154,154,0,Fighting,Psychic,Rock,Flying,-50,-65,-10,-20,-20,-70,-235
27,57,57,0,Normal,Flying,Ground,NA,5,-20,-20,-19,-39,-50,-143
587,681,587,1,Psychic,Flying,Fighting,NA,10,-40,-7,0,-7,7,-37
34,333,34,1,Ground,NA,Steel,Rock,5,-10,-70,-15,-5,15,-80
111,137,137,0,Grass,Psychic,Bug,NA,-5,-85,-20,5,-25,-45,-175
686,446,446,0,Dark,Steel,Normal,Water,-34,0,10,-15,-20,-11,-70
436,65,65,0,Fire,NA,Fire,NA,-46,-52,-36,-42,-36,-34,-246
370,310,370,1,Rock,Psychic,Grass,NA,10,15,5,55,25,35,145
538,619,538,1,Psychic,NA,Bug,Rock,25,10,45,40,95,40,255
536,298,536,1,Electric,Flying,Grass,Dark,-20,-5,67,45,67,26,180
295,344,344,0,Water,Grass,Bug,NA,-5,3,-5,-13,-5,-35,-60
758,755,758,1,Dark,Psychic,Fairy,NA,24,44,22,9,18,24,141
378,260,260,0,Rock,Grass,Fire,NA,21,-34,40,-9,32,-60,-10
663,668,663,1,Steel,NA,Psychic,NA,-15,25,40,-55,-10,50,35
554,292,554,1,Psychic,Fire,Bug,NA,50,65,45,75,75,85,395
404,491,404,1,Water,NA,Ghost,Dark,5,-8,-3,22,-33,17,0
777,545,545,0,Dragon,NA,Ghost,Dragon,-60,0,-50,10,30,-10,-80
737,152,737,1,Fire,Normal,Rock,Water,56,-12,-18,54,21,51,152
648,112,648,1,Normal,Grass,Grass,Psychic,-15,5,-15,-65,5,40,-45
70,736,70,1,Psychic,NA,Fire,Normal,-22,-15,-28,47,16,33,31
575,349,349,0,Water,NA,Water,Dark,-20,-67,8,-42,8,-31,-144
402,543,543,0,Water,NA,Fire,Steel,-56,-26,-21,-56,-51,-45,-255
135,137,135,1,Electric,NA,Bug,NA,0,-42,-43,40,15,20,-10
417,794,794,0,Steel,NA,Dark,Flying,-46,-56,55,-56,52,-49,-100
160,370,370,0,Dragon,NA,Rock,Psychic,-29,9,-20,-45,-35,-20,-140
166,797,797,0,Psychic,NA,Rock,Fairy,50,-60,-10,-60,-10,-10,-100
230,606,606,0,Bug,Steel,Bug,Poison,10,50,51,10,31,-37,115
321,23,23,0,Fighting,NA,Normal,Flying,-11,-20,-45,-50,-40,-76,-242
394,398,394,1,Dark,NA,Ice,NA,-15,30,-20,-5,-20,15,-15
89,610,610,0,Electric,Steel,Grass,NA,-45,-25,-5,-15,-20,-45,-155
456,234,234,0,Rock,Steel,Dark,Ice,-25,-53,63,7,13,-85,-80
395,581,581,0,Psychic,NA,Normal,Flying,15,-92,-32,-42,-7,-70,-228
250,48,48,0,Water,Dragon,Poison,Flying,0,15,25,30,20,-5,85
758,607,758,1,Dark,Psychic,Grass,Fairy,46,65,28,31,25,7,202
664,243,664,1,Electric,NA,Water,NA,-40,-50,-35,-60,-35,15,-205
239,598,598,0,Ice,Ground,Water,Ground,-55,-45,-35,-55,-45,-24,-259
442,696,442,1,Normal,Flying,Dark,Dragon,-32,-30,-40,-35,-40,2,-175
657,639,657,1,Bug,Electric,Psychic,NA,5,17,10,-48,0,45,29
314,85,85,0,Normal,NA,Fire,NA,85,60,30,15,-15,-5,170
716,742,716,1,Normal,Psychic,Grass,NA,-23,-23,15,31,47,22,69
251,324,251,1,Ground,NA,Rock,NA,60,15,-75,-5,-50,10,-45
272,239,272,1,Psychic,Grass,Ice,Ground,50,50,60,70,70,50,350
636,634,634,0,Psychic,NA,Normal,NA,-10,-20,10,15,25,-30,-10
563,457,563,1,Water,NA,Rock,Steel,35,48,-83,61,-68,40,33
104,796,104,1,Rock,Ground,Rock,Fairy,-15,-55,10,-70,-105,20,-215
740,460,740,1,Fairy,NA,Bug,Ground,18,-14,-37,53,69,39,128
45,575,575,0,Normal,Fairy,Water,NA,65,-8,-28,-8,-23,-44,-46
796,697,697,0,Rock,Fairy,Dark,Dragon,-42,-5,60,-25,60,-48,0
386,548,548,0,Ghost,NA,Water,NA,-36,-5,-45,-17,-47,-35,-185
401,741,401,1,Ice,Water,Grass,NA,44,15,42,33,33,13,180
691,438,438,0,Dark,Flying,Fire,Fighting,-6,-49,4,-59,-6,-48,-164
677,564,677,1,Ice,NA,Normal,NA,25,-5,-9,60,96,63,230
598,129,598,1,Water,Ground,Water,NA,25,3,10,20,-5,6,59
184,51,184,1,Poison,Flying,Grass,Poison,10,10,-5,-40,-10,80,45
293,295,293,1,Bug,Poison,Water,Grass,0,0,20,-10,20,15,45
125,417,125,1,Normal,NA,Steel,NA,25,50,-50,-15,-50,50,10
259,169,259,1,Electric,NA,Grass,NA,-35,-19,-63,-18,-45,15,-165
408,471,408,1,Dragon,NA,Water,Ground,-46,12,32,-32,-32,11,-55
461,480,480,0,Bug,Steel,Normal,NA,11,14,53,27,58,-49,114
447,152,152,0,Bug,NA,Rock,Water,7,-55,-49,-30,-4,-30,-161
44,409,409,0,Fire,NA,Dragon,Flying,-22,-59,-5,-29,20,0,-95
21,182,21,1,Normal,Flying,Bug,Poison,0,-15,0,-5,-5,26,1
53,306,306,0,Bug,Grass,Psychic,Fairy,-8,30,15,-65,-35,-50,-113
491,374,374,0,Ghost,Dark,Water,NA,7,12,43,42,73,0,177
449,391,391,0,Electric,NA,Grass,Flying,-54,-3,-49,-32,-53,-6,-197
706,231,706,1,Electric,Flying,Bug,Rock,59,95,-160,135,-150,96,75
764,69,764,1,Water,NA,Psychic,NA,46,53,73,15,34,-31,190
329,348,348,0,Steel,Fairy,Water,Dark,5,-5,65,-10,35,-15,75
441,341,341,0,Water,Steel,Electric,NA,24,36,48,26,26,-35,125
678,799,799,0,Bug,NA,Psychic,Dark,-30,-120,25,-130,-65,-55,-375
679,416,679,1,Bug,NA,Ice,NA,0,20,-60,0,-140,95,-85
610,698,610,1,Grass,NA,Bug,Fire,15,-25,20,60,20,30,120
736,667,736,1,Fire,Normal,Psychic,NA,7,-5,3,-12,-1,42,34
597,451,451,0,Water,Ground,Electric,NA,-5,-55,-24,-30,-24,-1,-139
241,283,283,0,Water,Rock,Water,Ground,-45,-55,-5,-20,-5,-25,-155
748,592,748,1,Psychic,NA,Normal,Fairy,-29,-12,-50,3,-45,54,-79
682,555,682,1,Fighting,NA,Grass,NA,20,80,5,50,5,42,202
515,783,783,0,Normal,NA,Ghost,Grass,56,19,25,36,40,4,180
596,589,589,0,Water,NA,Ground,NA,-10,-35,0,20,-5,-4,-34
567,312,567,1,Normal,NA,Normal,NA,5,20,5,0,30,30,90
584,191,191,0,Rock,NA,Fairy,Flying,0,35,0,-55,-80,-25,-125
542,142,542,1,Water,Dragon,Water,Dark,-5,-35,-9,80,-10,19,40
772,217,772,1,Fighting,Flying,Psychic,NA,30,20,27,2,15,70,164
699,625,699,1,Bug,Fire,Ghost,NA,27,10,-80,40,0,70,67
444,724,724,0,Normal,Flying,Fire,Psychic,10,51,-2,-64,-40,-4,-49
379,793,793,0,Rock,Grass,Fairy,NA,-40,-50,2,-50,9,-56,-185
292,481,481,0,Bug,NA,Normal,NA,-21,-47,-9,-39,-34,-97,-247
732,501,501,0,Fire,Flying,Ground,NA,-30,-31,-47,6,-3,79,-26
30,767,30,1,Poison,NA,Rock,Dragon,2,-4,-8,20,34,32,76
670,319,319,0,Ghost,Fire,Normal,NA,-24,-31,17,24,17,7,10
711,264,264,0,Dragon,Ice,Fire,NA,10,15,5,40,15,-5,80
752,316,316,0,Steel,Ghost,Bug,Flying,-1,-40,105,0,100,-100,64
739,143,143,0,Fairy,NA,Water,Ice,-76,-40,-33,-10,3,-8,-164
247,374,247,1,Dark,Fire,Water,NA,2,-20,-35,30,15,30,22
168,369,369,0,Grass,NA,Poison,NA,-13,-38,20,-37,20,-5,-53
230,180,230,1,Bug,Steel,Bug,Flying,30,130,110,25,20,20,335
275,69,275,1,Grass,NA,Psychic,NA,45,65,50,0,30,30,220
352,208,352,1,Water,NA,Grass,NA,95,15,-10,-15,-40,30,75
241,91,91,0,Water,Rock,Normal,Flying,3,-10,30,7,23,-25,28
170,740,740,0,Fire,NA,Fairy,NA,-39,-13,-25,-52,-104,-10,-243
474,433,474,1,Ghost,Flying,Grass,NA,95,12,-20,45,-1,49,180
528,215,528,1,Psychic,Fighting,Water,Psychic,-27,90,15,-35,5,80,128
729,125,125,0,Normal,Ground,Normal,NA,-20,-69,-23,-10,-23,-22,-167
691,654,691,1,Dark,Flying,Water,Ghost,15,15,25,-20,-20,20,35
445,283,283,0,Normal,NA,Water,Ground,-41,-65,-50,-50,-50,-29,-285
6,215,215,0,Fire,NA,Water,Psychic,-37,-11,-22,-20,-45,50,-85
56,57,57,0,Ground,NA,Ground,NA,-25,-25,-25,-15,-25,-25,-140
146,191,146,1,Water,NA,Fairy,Flying,75,25,-25,30,-10,25,120
450,35,450,1,Electric,NA,Poison,NA,5,38,-3,20,9,19,88
680,318,680,1,Ground,Electric,Normal,NA,45,15,61,30,76,4,231
770,587,587,0,Rock,Ice,Psychic,Flying,68,32,29,44,49,-14,208
191,278,278,0,Fairy,Flying,Fire,Fighting,-5,-45,25,-5,45,-15,0
259,14,259,1,Electric,NA,Bug,NA,0,33,2,45,35,50,165
381,60,60,0,Rock,Bug,Water,NA,25,73,52,5,30,-10,175
276,485,276,1,Grass,Dragon,Steel,Psychic,13,86,-11,121,-1,122,330
54,468,54,1,Bug,Poison,Grass,NA,15,20,5,-22,2,10,30
549,788,549,1,Water,NA,Ghost,Grass,15,0,-22,42,25,46,106
470,623,623,0,Water,NA,Psychic,Flying,4,-10,-32,-46,-18,-63,-165
634,238,634,1,Normal,NA,Fire,Rock,5,0,-80,-40,-40,45,-110
266,789,266,1,Rock,Ground,Ice,NA,-5,-5,-35,13,15,13,-4
799,44,44,0,Psychic,Dark,Fire,NA,7,84,-15,89,30,-20,175
62,61,61,0,Fighting,NA,Water,NA,-40,-2,-43,-60,-35,-15,-195
361,455,361,1,Ground,Dragon,Rock,NA,-47,-95,-10,-15,0,12,-155
573,72,72,0,Fire,NA,Psychic,NA,-5,3,-17,-122,-47,-86,-274
11,755,11,1,Water,NA,Fairy,NA,-3,15,14,6,23,9,64
750,562,562,0,Steel,Ghost,Water,NA,-16,35,90,-38,-11,-25,35
98,648,648,0,Water,NA,Normal,Grass,-50,-35,30,-15,-45,-55,-170
708,453,453,0,Dragon,Electric,Grass,Poison,40,80,55,-5,-5,0,165
631,292,631,1,Poison,NA,Bug,NA,30,60,27,35,57,60,269
436,586,586,0,Fire,NA,Rock,NA,-41,-77,-86,-2,-36,36,-206
95,793,793,0,Water,Ice,Fairy,NA,-36,-61,-15,-61,-3,-29,-205
683,543,543,0,Dragon,NA,Fire,Steel,-14,30,-16,-70,-16,-29,-115
390,458,458,0,Ghost,NA,Bug,NA,0,41,85,31,85,-11,231
564,572,572,0,Normal,NA,Grass,NA,-30,-43,-24,-63,-24,-59,-243
778,245,778,1,Steel,Fairy,Water,Flying,-8,40,21,0,-53,5,5
427,651,427,1,Dragon,Flying,Bug,Steel,35,45,-5,120,-5,95,285
594,391,391,0,Fighting,NA,Grass,Flying,-14,37,2,-32,-37,-11,-55
689,401,401,0,Normal,Flying,Ice,Water,-40,3,-40,-58,-40,-5,-180
334,776,776,0,Steel,NA,Dragon,NA,2,65,177,-23,-33,-10,178
456,677,677,0,Rock,Steel,Ice,NA,-40,-8,88,-53,-47,-75,-135
408,460,408,1,Dragon,NA,Bug,Ground,5,16,-5,1,-35,14,-4
310,296,296,0,Grass,NA,Water,Grass,-20,-30,-10,-50,-40,-35,-185
599,483,483,0,Fighting,NA,Poison,Dark,57,37,38,-11,44,-29,136
458,60,60,0,Bug,NA,Water,NA,-10,-23,-3,-36,-5,-19,-96
38,551,551,0,Poison,NA,Grass,NA,-54,-43,-60,-60,-60,-50,-327
132,499,499,0,Psychic,Fairy,Fighting,Steel,-30,-100,-23,-40,50,-22,-165
127,295,127,1,Water,NA,Water,Grass,-5,15,45,35,-25,35,100
208,644,644,0,Grass,NA,Ice,NA,39,25,5,40,25,-14,120
292,350,350,0,Bug,NA,Water,Dark,-20,-105,-15,-85,-40,-90,-355
774,105,774,1,Rock,Fairy,Psychic,NA,-10,2,105,7,60,8,172
598,696,598,1,Water,Ground,Dark,Dragon,33,10,5,20,5,16,89
256,28,28,0,Fighting,NA,Normal,Flying,-30,-55,-30,-26,-26,-65,-232
589,71,71,0,Ground,NA,Psychic,NA,5,35,-5,-105,-50,-52,-172
177,69,69,0,Normal,NA,Psychic,NA,60,56,49,-60,0,0,105
221,14,14,0,Bug,Steel,Bug,NA,30,60,105,40,40,-5,270
127,715,715,0,Water,NA,Water,Fighting,-36,-7,5,-34,-45,-23,-140
507,630,507,1,Water,NA,Poison,NA,-1,-1,-6,9,-1,1,1
495,169,495,1,Dragon,Ground,Grass,NA,28,88,15,37,-5,12,175
604,269,269,0,Bug,Poison,Rock,Dark,-70,-119,-91,-65,-81,-14,-440
468,643,643,0,Grass,NA,Water,Flying,-30,-52,-18,-25,-10,-63,-198
51,770,770,0,Grass,Poison,Rock,Ice,-48,3,13,11,-2,-8,-31
478,572,478,1,Ghost,NA,Grass,NA,-15,-38,-3,7,42,4,-3
694,700,694,1,Bug,Steel,Steel,Fighting,-33,19,-17,-42,-24,1,-96
560,526,526,0,Fire,Fighting,Normal,NA,25,43,-5,-35,-10,-25,-7
663,443,663,1,Steel,NA,Normal,Flying,5,25,65,30,45,10,180
653,788,788,0,Grass,Poison,Ghost,Grass,29,-15,-52,27,5,-24,-30
713,784,713,1,Dragon,Ice,Ghost,Grass,66,54,20,126,45,54,365
41,352,352,0,Fairy,NA,Water,NA,-100,-45,3,-30,20,-25,-177
205,767,205,1,Grass,Flying,Rock,Dragon,17,-34,-7,10,50,62,98
592,226,592,1,Normal,Fairy,Fairy,NA,43,-20,76,40,86,20,245
784,800,800,0,Ghost,Grass,Fire,Water,-21,-44,-50,-86,-35,-29,-265
216,383,216,1,Ghost,NA,Water,NA,-35,0,-19,-15,-40,4,-105
770,753,770,1,Rock,Ice,Fairy,NA,45,25,12,36,27,35,180
279,186,279,1,Fire,Fighting,Water,Electric,-45,62,12,34,-6,13,70
346,374,346,1,Poison,NA,Water,NA,27,-37,-12,-7,18,5,-6
470,220,470,1,Water,NA,Bug,NA,26,-17,-42,22,27,19,35
208,330,330,0,Grass,NA,Steel,Fairy,25,-30,-70,50,-10,-20,-55
198,738,198,1,Grass,NA,Fairy,NA,31,42,56,29,21,8,187
302,591,302,1,Water,Flying,Normal,NA,-63,-30,-56,-5,-56,35,-175
239,732,732,0,Ice,Ground,Fire,Flying,-28,-31,-31,-44,-39,-76,-249
138,184,184,0,Bug,Flying,Poison,Flying,-20,65,40,-5,10,-25,65
605,330,330,0,Bug,Poison,Steel,Fairy,-10,-50,-26,-15,-16,-3,-120
260,156,156,0,Fire,NA,Normal,NA,-115,-35,-28,5,-55,53,-175
119,407,119,1,Poison,NA,Dragon,NA,20,15,60,45,40,10,190
461,725,725,0,Bug,Steel,Water,NA,19,13,55,7,51,-35,110
31,272,272,0,Electric,NA,Psychic,Grass,-65,-45,-60,-50,-50,-10,-280
74,540,540,0,Fighting,NA,Psychic,NA,5,-25,0,-75,-10,-70,-175
728,425,425,0,Normal,NA,Ground,Fire,-62,-144,-122,-118,-54,-33,-533
225,134,225,1,Steel,Ground,Ice,Psychic,10,75,195,-60,0,-65,155
717,300,717,1,Normal,Fighting,Normal,Flying,60,73,60,47,47,43,330
410,424,410,1,Dragon,Flying,Ground,NA,-5,-5,-10,20,0,30,30
94,560,560,0,Water,NA,Fire,Fighting,-45,-78,-10,-55,5,-20,-203
212,592,212,1,Psychic,NA,Normal,Fairy,-38,5,-66,50,-31,60,-20
519,512,519,1,Fire,NA,Grass,Ice,-15,-37,-38,-7,-10,53,-54
346,375,375,0,Poison,NA,Water,Dark,7,-77,-32,-47,-2,-15,-166
251,91,91,0,Ground,NA,Normal,Flying,38,-5,5,-18,-22,-20,-22
500,242,242,0,Ground,NA,Water,NA,33,7,43,-27,7,-33,30
493,679,679,0,Dragon,Ground,Bug,NA,-12,20,25,-50,-5,-63,-85
197,337,337,0,Electric,Dragon,Fighting,Psychic,30,-5,20,85,25,-55,100
95,409,409,0,Water,Ice,Dragon,Flying,-5,-65,0,-40,15,-30,-125
19,147,147,0,Bug,Poison,Electric,NA,0,25,-20,-65,-15,-55,-130
628,309,628,1,Rock,Flying,Bug,Flying,-15,52,-17,-6,-37,10,-13
224,519,519,0,Steel,Ground,Fire,NA,0,-10,133,-70,-30,-53,-30
734,139,139,0,Bug,NA,Normal,NA,-30,-78,-35,-13,-40,-81,-277
50,294,50,1,Grass,Poison,Water,Grass,20,35,40,45,25,10,175
738,403,403,0,Fairy,NA,Water,NA,-11,-66,-66,-33,4,-10,-182
210,16,16,0,Water,Ground,Bug,Flying,-5,0,-5,-65,-55,-55,-185
132,131,131,0,Psychic,Fairy,Water,Psychic,-20,-30,-20,0,35,-25,-60
513,332,513,1,Dark,Ice,Steel,Rock,10,30,-75,-5,35,85,80
612,313,313,0,Ground,Dark,Normal,NA,-30,-8,-45,-20,-20,-25,-148
603,316,316,0,Bug,Grass,Bug,Flying,14,13,35,20,30,-68,44
776,561,776,1,Dragon,NA,Water,NA,13,20,8,20,68,15,144
409,252,409,1,Dragon,Flying,Ground,NA,5,15,-40,50,20,50,100
475,481,481,0,Normal,NA,Normal,NA,-16,-16,-20,-20,-3,-27,-102
707,295,707,1,Dragon,Fire,Water,Grass,40,70,50,90,50,40,340
488,150,488,1,Psychic,Fairy,Rock,Water,-15,-15,-55,-20,35,25,-45
693,343,343,0,Fire,NA,Bug,NA,20,24,11,58,-9,-20,84
358,471,358,1,Psychic,NA,Water,Ground,-31,-38,-3,-2,28,41,-5
692,519,519,0,Dark,Flying,Fire,NA,35,-30,38,-70,0,-3,-30
268,667,268,1,Rock,Dark,Psychic,NA,45,79,55,10,45,31,265
713,583,583,0,Dragon,Ice,Electric,NA,50,20,27,90,37,-21,203
133,148,133,1,Bug,Flying,Fire,NA,5,-20,20,-40,-30,40,-25
220,380,380,0,Bug,NA,Rock,Bug,5,-30,40,-5,-15,-60,-65
623,420,420,0,Psychic,Flying,Dragon,Psychic,-8,-32,0,-27,-30,-13,-110
71,454,71,1,Psychic,NA,Rock,NA,-12,-75,5,105,65,62,150
476,641,476,1,Normal,NA,Psychic,NA,-45,11,9,-71,11,75,-10
73,237,73,1,Fighting,NA,Fire,NA,30,40,10,-35,-5,15,55
779,304,304,0,Ghost,Grass,Psychic,Fairy,15,45,23,5,25,-2,111
143,351,351,0,Water,Ice,Water,NA,0,15,45,15,60,0,135
214,636,214,1,Dark,Flying,Psychic,NA,15,55,-8,30,-23,46,115
338,603,603,0,Electric,NA,Bug,Grass,-35,-58,-40,-5,-40,-27,-205
40,163,163,0,Poison,Ground,Psychic,NA,-25,-8,-13,-69,-15,-45,-175
202,701,701,0,Water,NA,Rock,Fighting,-1,-54,-15,18,10,-38,-80
317,610,610,0,Bug,Ghost,Grass,NA,-69,30,-30,-80,-45,-50,-244
411,323,411,1,Steel,Psychic,Normal,Fairy,-10,35,40,15,20,10,110
555,212,212,0,Grass,NA,Psychic,NA,-20,-20,-5,-85,-40,-47,-217
715,309,715,1,Water,Fighting,Bug,Flying,21,12,28,49,8,48,166
711,647,711,1,Dragon,Ice,Normal,Grass,65,70,40,90,40,20,325
646,194,646,1,Ice,NA,Electric,NA,16,55,45,45,50,44,255
491,100,491,1,Ghost,Dark,Ghost,Poison,20,57,78,-8,73,-45,175
5,751,751,0,Fire,NA,Steel,Ghost,-21,-98,-7,-90,0,5,-211
440,704,704,0,Water,NA,Flying,NA,-15,-34,-12,-29,-14,-71,-175
130,125,125,0,Water,NA,Normal,NA,-75,-80,-45,10,-45,-15,-250
543,362,362,0,Fire,Steel,Ground,Dragon,11,-10,26,50,26,-23,80
232,102,102,0,Bug,Fighting,Ghost,Poison,20,60,15,-90,20,-25,0
609,140,609,1,Grass,NA,Water,NA,25,25,-5,55,30,-50,80
489,602,602,0,Normal,NA,Bug,Grass,45,-58,-85,-35,-15,-12,-160
103,176,176,0,Ghost,Poison,Normal,NA,25,19,46,135,50,110,385
216,451,216,1,Ghost,NA,Electric,NA,-20,-60,-19,-10,6,15,-88
765,521,521,0,Electric,Normal,Bug,Flying,-42,-38,-53,-55,-13,-25,-226
425,244,425,1,Ground,Fire,Ice,Flying,55,125,115,85,45,15,440
121,83,83,0,Ground,Rock,Rock,Ground,25,10,-10,-10,-20,-5,-10
448,780,448,1,Bug,NA,Ghost,Grass,-8,-25,-25,-10,-31,9,-90
274,306,274,1,Grass,NA,Psychic,Fairy,-18,0,-20,-40,-50,15,-113
547,657,547,1,Psychic,NA,Bug,Electric,70,23,70,18,80,20,281
360,303,303,0,Ground,NA,Water,Flying,-15,50,-55,-40,-25,-55,-140
314,522,314,1,Normal,NA,Grass,NA,85,50,-30,35,0,5,145
607,145,607,1,Grass,Fairy,Normal,NA,-15,-28,10,-8,-15,11,-45
488,800,800,0,Psychic,Fairy,Fire,Water,-60,-85,-75,-60,0,-10,-290
